"x","y","Volume"
0.565285327844322,0.766421046806499,1000
0.124778632074594,0.73990773386322,1100
0.593119936063886,0.618313457816839,1000
0.612050559837371,0.647413645638153,1000
0.325460629537702,0.624534561531618,1100
0.358413890469819,0.645328018581495,1100
0.922420461662114,0.78158329310827,1100
0.61385180382058,0.00451108836568892,1000
0.588833943242207,0.755630554631352,1000
0.88553323992528,0.611983676906675,1100
0.126161861699075,0.338724019005895,1000
0.451826727483422,0.700458985054865,1000
0.222496281377971,0.0447922265157104,1100
0.162430886412039,0.106122275115922,1100
0.599109743023291,0.880881718359888,1100
0.234066485892981,0.00474503333680332,1100
0.609862134326249,0.463847144274041,1000
0.0905137346126139,0.939311135793105,1100
0.575373230036348,0.497379981679842,1000
0.391618904657662,0.176256980281323,1000
0.226005860371515,0.998899759259075,1000
0.840662919450551,0.00407891441136599,1100
0.419745276682079,0.493789411848411,1100
0.1026085477788,0.146420216653496,1100
0.233752330765128,0.362359961960465,1000
0.287006333703175,0.429728385293856,1100
0.942323983414099,0.433997045038268,1000
0.555663753068075,0.100098711671308,1000
0.874532325193286,0.392551281489432,1000
0.809505432378501,0.273181191179901,1000
0.342520918929949,0.864567136857659,1000
0.309811627259478,0.0623314438853413,1000
0.300476221833378,0.87136875349097,1000
0.692602616967633,0.579913529800251,1000
0.811098104575649,0.781092296121642,1100
0.855660519562662,0.566872868686914,1100
0.898672982817516,0.54281122982502,1100
0.871116638416424,0.970743890153244,1000
0.355889673344791,0.260335183236748,1000
0.986154757905751,0.4517330925446,1100
0.587464954471216,0.72103874781169,1000
0.946069618454203,0.541970115154982,1100
0.90940413903445,0.2678058645688,1000
0.205742296297103,0.455769506283104,1000
0.738107329467312,0.106121753109619,1100
0.474689894355834,0.0224625186529011,1000
0.744749570731074,0.960376992356032,1100
0.288392576854676,0.0284465407021344,1100
0.152284492040053,0.247175197582692,1000
0.183554682182148,0.842589699197561,1100
0.141263541998342,0.902528456645086,1100
0.32262278907001,0.723205555230379,1100
0.499218742130324,0.0528086172416806,1000
0.834892708109692,0.854258274193853,1100
0.231774575775489,0.401069186627865,1000
0.58292883192189,0.0667225327342749,1000
0.765287411399186,0.646281442139298,1000
0.0491570136509836,0.070202071685344,1100
0.561315066879615,0.465304502053186,1100
0.615368078229949,0.0710495393723249,1000
0.966968229040504,0.258435835596174,1000
0.568978161551058,0.322377130156383,1100
0.156932664569467,0.836046190699562,1100
0.953452667221427,0.0277432145085186,1100
0.598490473115817,0.465285417390987,1000
0.219509119633585,0.648937603458762,1100
0.310446751536801,0.504677921300754,1100
0.281130154151469,0.00777446082793176,1100
0.229709673440084,0.993178349221125,1000
0.86430234182626,0.149021153105423,1100
0.472314508166164,0.140801328932866,1000
0.358247156254947,0.191914173774421,1000
0.261649356689304,0.124844282632694,1000
0.36260228138417,0.763426557183266,1000
0.00694281561300159,0.106361655052751,1100
0.789796309778467,0.44246655376628,1000
0.131315225502476,0.193479753797874,1100
0.858450134983286,0.142167199868709,1100
0.882163585629314,0.561691995710135,1100
0.235039615537971,0.906823246506974,1000
0.0507065209094435,0.96406870172359,1100
0.927726824069396,0.813026674790308,1100
0.977576703764498,0.00361358211375773,1100
0.164663285482675,0.394645046675578,1000
0.108157806098461,0.497749264119193,1000
0.0183309833519161,0.227350970730186,1100
0.0668221379164606,0.928442204836756,1100
0.164408147567883,0.508096306119114,1000
0.959735215874389,0.56177538423799,1100
0.823833856498823,0.535609495360404,1000
0.363020380260423,0.305420550284907,1000
0.135445145191625,0.838639833265916,1100
0.011746627278626,0.144074790179729,1100
0.80682268505916,0.00371875008568168,1100
0.936382472980767,0.862120973877609,1000
0.429862144170329,0.0506893217097968,1000
0.0296645448543131,0.16822834382765,1100
0.206034015631303,0.0999820069409907,1100
0.523561839014292,0.484699559630826,1100
0.553691610461101,0.0866287900134921,1000
0.889673821860924,0.460480259265751,1000
0.711301973555237,0.198456197511405,1100
0.940680522006005,0.174163999734446,1000
0.402304288232699,0.990499211009592,1000
0.831756506348029,0.297115719411522,1000
0.413398273289204,0.694299404742196,1000
0.96995404176414,0.738578705117106,1100
0.697905179811642,0.791479155886918,1100
0.446315492503345,0.582632781937718,1100
0.230261283461004,0.941259920131415,1000
0.499529839493334,0.88989140233025,1000
0.725441116373986,0.143134142970666,1100
0.622876726323739,0.906740829115734,1100
0.468197174370289,0.206218105042353,1000
0.973802038468421,0.616097948281094,1100
0.871567532420158,0.443877487210557,1000
0.336673831101507,0.821160787949339,1000
0.804258961929008,0.302664155839011,1000
0.0742948825936764,0.358587844064459,1000
0.954842889681458,0.112536548171192,1000
0.109002873999998,0.871487559052184,1100
0.710166574921459,0.136487172683701,1100
0.611748282797635,0.0779786177445203,1000
0.800700341816992,0.861411176854745,1100
0.10837806481868,0.891757793258876,1100
0.41923589957878,0.383197251707315,1100
0.93814597139135,0.0373379478696734,1100
0.825214733369648,0.239939036546275,1000
0.934818108566105,0.314774963771924,1000
0.359449893468991,0.913333454402164,1000
0.424127534264699,0.846610583132133,1000
0.00410965108312666,0.119038370903581,1100
0.365173557773232,0.697803659830242,1000
0.802499320358038,0.956255909753963,1100
0.58441700716503,0.348095156485215,1100
0.20811955188401,0.568020205944777,1100
0.591871692566201,0.766565514029935,1000
0.114322717767209,0.952234003227204,1000
0.566523193614557,0.710711933905259,1000
0.0308389943093061,0.072278501233086,1100
0.522454978898168,0.387258050264791,1100
0.713312144624069,0.103646181756631,1100
0.370954965939745,0.0546822177711874,1000
0.268916469765827,0.404591953381896,1000
0.629671443486586,0.849018660373986,1100
0.379745825659484,0.455478925956413,1100
0.465977705083787,0.654643215239048,1000
0.408959672786295,0.255833907751366,1000
0.469441887224093,0.831516506150365,1000
0.331918438663706,0.0495744778309017,1000
0.282819047104567,0.390226837946102,1000
0.122447065776214,0.0621346768457443,1100
0.73589563020505,0.290899201994762,1100
0.0585343274287879,0.862522788345814,1100
0.101952338824049,0.919610140146688,1100
0.867352103115991,0.203296954277903,1000
0.971819054568186,0.167729923734441,1000
0.150212496751919,0.453297748463228,1000
0.884328559506685,0.0533465386833996,1100
0.849977000616491,0.284176736138761,1000
0.892571820179,0.902698894497007,1000
0.286803180584684,0.818091901484877,1000
0.839534962782636,0.518771310336888,1000
0.527566741220653,0.378439201740548,1100
0.473789823707193,0.0472330995835364,1000
0.415740997064859,0.161558582447469,1000
0.490790982497856,0.148919257568195,1000
0.0603895373642445,0.444557130569592,1000
0.0321640588808805,0.143453192897141,1100
0.307715119794011,0.248226248892024,1000
0.471139920642599,0.18923394382,1000
0.280692834872752,0.988053386332467,1000
0.566394069464877,0.0687140645459294,1000
0.978885248070583,0.538698452990502,1100
0.289813338778913,0.383259165799245,1000
0.856201740680262,0.25888154678978,1000
0.675622429233044,0.547596712131053,1000
0.472248411737382,0.338953529018909,1100
0.77535760961473,0.893313372740522,1100
0.282055523246527,0.392738997936249,1000
0.0174668906256557,0.865931648761034,1100
0.293814527336508,0.775027353083715,1000
0.327843349426985,0.851308100158349,1000
0.254509952152148,0.508572988212109,1100
0.578487106133252,0.525022143963724,1000
0.251098157372326,0.282053522067145,1000
0.276786466361955,0.293753739912063,1000
0.675413037184626,0.91116568306461,1100
0.913767011137679,0.688138447003439,1100
0.903187324292958,0.221363601041958,1000
0.953480420866981,0.686887601856142,1100
0.169758108211681,0.710952209774405,1100
0.236440861597657,0.31211481266655,1000
0.905773575650528,0.370767761254683,1000
0.686502927448601,0.388110477710143,1000
0.19126381422393,0.014512540306896,1100
0.632642929442227,0.424455584492534,1100
0.946771074552089,0.353874558350071,1000
0.0227761261630803,0.262691179523245,1100
0.45084882248193,0.874785467516631,1000
0.990695521933958,0.171866439748555,1000
0.932544010691345,0.998482964467257,1000
0.551351583795622,0.0644369951914996,1000
0.16233509615995,0.820178100606427,1100
0.788558818399906,0.469047158956528,1000
0.19028973323293,0.112971105612814,1100
0.95194242708385,0.198544798186049,1000
0.58314596558921,0.663082030368969,1000
0.102536726975814,0.598266966175288,1000
0.764013527194038,0.570668750675395,1000
0.674037232762203,0.122384709306061,1100
0.646856036037207,0.176205358467996,1100
0.72835632157512,0.609726396389306,1000
0.309100895188749,0.976426594192162,1000
0.661257035797462,0.305523188784719,1100
0.370115129509941,0.904551227111369,1000
0.275383887114003,0.119800645159557,1000
0.254209645325318,0.30786718102172,1000
0.176185087999329,0.434594928985462,1000
0.570608503883705,0.241156416712329,1100
0.522430865559727,0.696967988740653,1000
0.241913792211562,0.982629268197343,1000
0.331100313691422,0.471080737421289,1100
0.544832020066679,0.396833405131474,1100
0.827435540268198,0.886692542815581,1100
0.18470128858462,0.248281894950196,1000
0.192022367380559,0.193468990270048,1000
0.0767638357356191,0.0808373456820846,1100
0.514487582491711,0.964819156331941,1100
0.530869974056259,0.390581262065098,1100
0.146117477444932,0.628676580730826,1100
0.939442422939464,0.782855861121789,1100
0.785605796612799,0.585206365212798,1000
0.833779379725456,0.863598932744935,1100
0.633121192688122,0.923080437583849,1100
0.424601222621277,0.209503664867952,1000
0.200116558698937,0.73817027756013,1100
0.936964540975168,0.929572267457843,1000
0.604905159911141,0.301145412493497,1100
0.746758324559778,0.583813113858923,1000
0.383673858130351,0.746847602305934,1000
0.660125676076859,0.990352559601888,1100
0.199641492916271,0.409100751159713,1000
0.969663436757401,0.677551085827872,1100
0.528410875704139,0.188363081775606,1100
0.736469456693158,0.778531526215374,1100
0.127357447287068,0.101962090702727,1100
0.459524255711585,0.546862513292581,1100
0.673549528466538,0.888661283766851,1100
0.590006277663633,0.317908805329353,1100
0.407066992018372,0.891625537769869,1000
0.0378544090781361,0.461444065440446,1000
0.650248465361074,0.61733220028691,1000
0.488712424878031,0.448092208243906,1100
0.943795315455645,0.184226631186903,1000
0.741052403580397,0.246342874830589,1100
0.443207404576242,0.606270631309599,1100
0.549662460107356,0.981047434499487,1100
0.495847347890958,0.868039512541145,1000
0.228386680828407,0.611464720917866,1100
0.140767229255289,0.554530817316845,1000
0.64753442001529,0.560916015179828,1000
0.312984284712002,0.307678569108248,1000
0.339716359274462,0.863877268042415,1000
0.85209514410235,0.323581983568147,1000
0.554954993538558,0.574423193698749,1000
0.32215683744289,0.583729741396382,1100
0.932960545644164,0.130266098538414,1000
0.349508952815086,0.557875923812389,1100
0.888922025682405,0.961020668270066,1000
0.740461565321311,0.363790313247591,1000
0.239799154689535,0.423981697531417,1000
0.0403255540877581,0.73011424113065,1100
0.595574090955779,0.0414246807340533,1000
0.831497850362211,0.61381608969532,1100
0.149777208920568,0.0626714583486319,1100
0.266832730034366,0.785306354053319,1100
0.193636835785583,0.560106778983027,1100
0.161792058730498,0.849347401876003,1100
0.0990258192177862,0.457780502270907,1000
0.347716530319303,0.99285389482975,1000
0.859011979773641,0.71919225063175,1100
0.813342232722789,0.447009424446151,1000
0.646219476824626,0.490162507863715,1000
0.490226564928889,0.927609504666179,1100
0.0243905370589346,0.959639614680782,1100
0.852581658866256,0.533693908480927,1000
0.447026345180348,0.746777372667566,1000
0.00435787392780185,0.266864728182554,1100
0.490331870270893,0.993593807565048,1100
0.361950997728854,0.936876565683633,1000
0.0579718272201717,0.382397559238598,1000
0.18153024581261,0.27823646273464,1000
0.227984526893124,0.977834938326851,1000
0.147470363648608,0.965469893766567,1000
0.289640269009396,0.024275383213535,1100
0.643178573111072,0.15570018067956,1100
0.803927886998281,0.117942435201257,1100
0.182588039431721,0.640871964860708,1100
0.312747603515163,0.080636449623853,1000
0.582998501136899,0.144178627757356,1100
0.396375805372372,0.025701486505568,1000
0.0126219799276441,0.261503795394674,1100
0.535500376485288,0.959884086158127,1100
0.746516223065555,0.0594753925688565,1100
0.503774306271225,0.0838211078662425,1000
0.425650397781283,0.708642550744116,1000
0.460654092952609,0.56069760187529,1100
0.287064208183438,0.759910745779052,1100
0.987807122990489,0.000790356658399105,1100
0.584243235178292,0.283558463444933,1100
0.281084000132978,0.0612620522733778,1100
0.0641149946022779,0.148956927936524,1100
0.35186529927887,0.233274583239108,1000
0.780035666190088,0.443573309807107,1000
0.589184772688895,0.704791583586484,1000
0.300591852515936,0.772937590256333,1000
0.0651296677533537,0.010370809584856,1100
0.113400776637718,0.459366837050766,1000
0.254592488287017,0.0824194140732288,1100
0.574542712420225,0.416399811627343,1100
0.732561936601996,0.33344112127088,1000
0.426087914034724,0.580942618427798,1100
0.829232959309593,0.667077064048499,1100
